Date,Category,Net worth,% networth per category,Year,Quarter,Total wealth,% networth per individual,relative to bottom50
2019:Q4,Next9,42617699,0.387271005,2019,Q4,110046.191,0.004303011,113.4812424
2019:Q4,Next40,31870882,0.289613677,2019,Q4,110046.191,0.000724034,19.09460525
2019:Q4,Bottom50,2086380,0.01895913,2019,Q4,110046.191,3.79E-05,1
2020:Q1,TopPt1,12115608,0.116324327,2020,Q1,104153.691,0.116324327,2893.634705
2020:Q1,RemainingTop1,18248282,0.175205332,2020,Q1,104153.691,0.019467259,484.2592951
2020:Q1,Next9,40464510,0.388507691,2020,Q1,104153.691,0.004316752,107.3816981
2020:Q1,Next40,31231798,0.299862614,2020,Q1,104153.691,0.000749657,18.64813854
2020:Q1,Bottom50,2093493,0.020100037,2020,Q1,104153.691,4.02E-05,1
2020:Q2,TopPt1,13400881,0.119773337,2020,Q2,111885.344,0.119773337,2885.034416
2020:Q2,RemainingTop1,20238115,0.180882627,2020,Q2,111885.344,0.02009807,484.111275
2020:Q2,Next9,43168395,0.385827075,2020,Q2,111885.344,0.004286967,103.2621207
2020:Q2,Next40,32755471,0.292759264,2020,Q2,111885.344,0.000731898,17.62956128
2020:Q2,Bottom50,2322482,0.020757696,2020,Q2,111885.344,4.15E-05,1
2020:Q3,TopPt1,14104469,0.121552903,2020,Q3,116035.641,0.121552903,2864.169104
2020:Q3,RemainingTop1,21221231,0.182885455,2020,Q3,116035.641,0.020320606,478.8174599
2020:Q3,Next9,44606891,0.38442405,2020,Q3,116035.641,0.004271378,100.6471219
2020:Q3,Next40,33640823,0.289918018,2020,Q3,116035.641,0.000724795,17.07845327
2020:Q3,Bottom50,2462227,0.021219575,2020,Q3,116035.641,4.24E-05,1
2020:Q4,TopPt1,15602044,0.125641529,2020,Q4,124179.036,0.125641529,2903.766883
2020:Q4,RemainingTop1,23286411,0.187522884,2020,Q4,124179.036,0.020835876,481.5487929
2020:Q4,Next9,47412676,0.38180902,2020,Q4,124179.036,0.004242322,98.04652549
2020:Q4,Next40,35191387,0.283392335,2020,Q4,124179.036,0.000708481,16.37406999
2020:Q4,Bottom50,2686518,0.021634231,2020,Q4,124179.036,4.33E-05,1
2021:Q1,TopPt1,16386390,0.126917815,2021,Q1,129110.243,0.126917815,2819.419983
2021:Q1,RemainingTop1,24473084,0.189551839,2021,Q1,129110.243,0.021061315,467.8672842
2021:Q1,Next9,49051013,0.379915736,2021,Q1,129110.243,0.004221286,93.7738956
2021:Q1,Next40,36293770,0.281106821,2021,Q1,129110.243,0.000702767,15.6116418
2021:Q1,Bottom50,2905986,0.022507788,2021,Q1,129110.243,4.50E-05,1
2021:Q2,TopPt1,17503306,0.129121163,2021,Q2,135557.221,0.129121163,2885.046513
2021:Q2,RemainingTop1,25971593,0.191591365,2021,Q2,135557.221,0.021287929,475.6514368
2021:Q2,Next9,51279738,0.378288502,2021,Q2,135557.221,0.004203206,93.91522906
2021:Q2,Next40,37769131,0.278621314,2021,Q2,135557.221,0.000696553,15.56358834
2021:Q2,Bottom50,3033453,0.022377657,2021,Q2,135557.221,4.48E-05,1
2021:Q3,TopPt1,18006254,0.129852274,2021,Q3,138667.221,0.129852274,2821.336373
2021:Q3,RemainingTop1,26478035,0.190946604,2021,Q3,138667.221,0.021216289,460.9722033
2021:Q3,Next9,52337633,0.377433345,2021,Q3,138667.221,0.004193704,91.11776611
2021:Q3,Next40,38654213,0.278755229,2021,Q3,138667.221,0.000696888,15.14148044
2021:Q3,Bottom50,3191086,0.023012547,2021,Q3,138667.221,4.60E-05,1
2021:Q4,TopPt1,18636071,0.130972047,2021,Q4,142290.446,0.130972047,2847.015946
2021:Q4,RemainingTop1,27279970,0.191720321,2021,Q4,142290.446,0.021302258,463.0596319
2021:Q4,Next9,53650545,0.377049524,2021,Q4,142290.446,0.004189439,91.06828789
2021:Q4,Next40,39450947,0.277256472,2021,Q4,142290.446,0.000693141,15.06721497
2021:Q4,Bottom50,3272913,0.023001636,2021,Q4,142290.446,4.60E-05,1
2022:Q1,TopPt1,18536598,0.128323709,2022,Q1,144451.856,0.128323709,2553.911053
2022:Q1,RemainingTop1,27200363,0.188300544,2022,Q1,144451.856,0.020922283,416.3973209
2022:Q1,Next9,54297626,0.375887354,2022,Q1,144451.856,0.004176526,83.12163333
2022:Q1,Next40,40788208,0.282365413,2022,Q1,144451.856,0.000705914,14.04916038
2022:Q1,Bottom50,3629061,0.025122979,2022,Q1,144451.856,5.02E-05,1
2022:Q2,TopPt1,17152653,0.123356286,2022,Q2,139049.687,0.123356286,2322.137308
2022:Q2,RemainingTop1,25245660,0.181558553,2022,Q2,139049.687,0.020173173,379.7526505
2022:Q2,Next9,52360285,0.376558093,2022,Q2,139049.687,0.004183979,78.76188228
2022:Q2,Next40,40597799,0.29196613,2022,Q2,139049.687,0.000729915,13.74039102
2022:Q2,Bottom50,3693290,0.026560937,2022,Q2,139049.687,5.31E-05,1
2022:Q3,TopPt1,16895448,0.124005739,2022,Q3,136247.307,0.124005739,2437.693373
2022:Q3,RemainingTop1,24701285,0.181297418,2022,Q3,136247.307,0.020144158,395.9919904
2022:Q3,Next9,51432675,0.377494984,2022,Q3,136247.307,0.004194389,82.45290618
2022:Q3,Next40,39752441,0.291766802,2022,Q3,136247.307,0.000729417,14.33881214
2022:Q3,Bottom50,3465458,0.025435057,2022,Q3,136247.307,5.09E-05,1
2022:Q4,TopPt1,17304315,0.125719175,2022,Q4,137642.607,0.125719175,2612.334056
2022:Q4,RemainingTop1,25240065,0.183373924,2022,Q4,137642.607,0.02037488,423.3721241
2022:Q4,Next9,52023687,0.377962087,2022,Q4,137642.607,0.004199579,87.26355843
2022:Q4,Next40,39762499,0.288882199,2022,Q4,137642.607,0.000722205,15.00679604
2022:Q4,Bottom50,3312041,0.024062615,2022,Q4,137642.607,4.81E-05,1
2023:Q1,TopPt1,17918414,0.12745515,2023,Q1,140586.034,0.12745515,2668.473308
2023:Q1,RemainingTop1,26054016,0.185324354,2023,Q1,140586.034,0.020591595,431.1173116
2023:Q1,Next9,53029835,0.377205569,2023,Q1,140586.034,0.004191173,87.74877509
2023:Q1,Next40,40226341,0.286133266,2023,Q1,140586.034,0.000715333,14.97662087
2023:Q1,Bottom50,3357428,0.023881661,2023,Q1,140586.034,4.78E-05,1
2023:Q2,TopPt1,18625162,0.127606026,2023,Q2,145958.326,0.127606026,2559.574277
2023:Q2,RemainingTop1,27145640,0.185982128,2023,Q2,145958.326,0.020664681,414.5006863
2023:Q2,Next9,54808044,0.375504745,2023,Q2,145958.326,0.004172275,83.6892107
2023:Q2,Next40,41741148,0.285979904,2023,Q2,145958.326,0.00071495,14.34075697
2023:Q2,Bottom50,3638332,0.024927197,2023,Q2,145958.326,4.99E-05,1
